GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
65124	3.61e-03	9.71e-04	0.0926	3.298853	0.3053619	975.42	SOWAHC	sosondowah ankyrin repeat domain family member C
87769	3.62e-03	9.72e-04	0.0791	3.298483	0.2608212	281.37	GGACT	gamma-glutamylamine cyclotransferase
64216	3.63e-03	9.74e-04	0.0862	3.297864	0.2843542	352.32	TFB2M	transcription factor B2, mitochondrial
6571	3.63e-03	9.75e-04	0.076	3.297597	0.2504641	278.8	SLC18A2	solute carrier family 18 member A2
79034	3.64e-03	9.79e-04	0.0873	-3.29656	-0.2877948	174.89	INTS15	integrator complex subunit 15
7919	3.64e-03	9.80e-04	0.0456	-3.296256	-0.1503972	913.41	DDX39B	DExD-box helicase 39B
107987267	3.65e-03	9.81e-04	0.1745	3.296036	0.5751907	26.54	LOC107987267	
10687	3.65e-03	9.81e-04	0.1582	-3.295965	-0.5214236	51.01	PNMA2	PNMA family member 2
5366	3.65e-03	9.81e-04	0.2502	-3.295824	-0.8244998	9.61	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
54851	3.66e-03	9.83e-04	0.0519	3.295275	0.1710462	195.68	ANKRD49	ankyrin repeat domain 49
102466081	3.66e-03	9.84e-04	0.174	3.295105	0.5732113	8.57	MIR5739	microRNA 5739
107984713	3.66e-03	9.84e-04	0.1142	3.295028	0.3761286	47.99	LOC107984713	uncharacterized LOC107984713
84330	3.67e-03	9.87e-04	0.2154	-3.294327	-0.7097059	19.2	ZNF414	zinc finger protein 414
7004	3.67e-03	9.88e-04	0.1946	-3.294008	-0.6411227	17.23	TEAD4	TEA domain transcription factor 4
79090	3.69e-03	9.94e-04	0.2035	-3.292249	-0.6698876	52.44	TRAPPC6A	trafficking protein particle complex subunit 6A
8450	3.69e-03	9.94e-04	0.0571	3.292241	0.188115	1375.36	CUL4B	cullin 4B
284611	3.69e-03	9.95e-04	0.1348	-3.291927	-0.4436003	262.2	EEIG2	EEIG family member 2
28983	3.70e-03	9.96e-04	0.2246	3.291644	0.7391892	8.78	TMPRSS11E	transmembrane serine protease 11E
105371123	3.70e-03	9.96e-04	0.1146	3.291664	0.3773263	45.58	LOC105371123	uncharacterized LOC105371123
9852	3.70e-03	9.97e-04	0.0583	3.291438	0.1917792	1152.34	EPM2AIP1	EPM2A interacting protein 1
66005	3.70e-03	9.97e-04	0.1547	-3.291312	-0.509196	496.97	CHID1	chitinase domain containing 1
400954	3.70e-03	9.98e-04	0.077	3.291119	0.2532897	1357.78	EML6	EMAP like 6
177	3.70e-03	9.98e-04	0.1157	-3.290988	-0.3806507	92.59	AGER	advanced glycosylation end-product specific receptor
26007	3.71e-03	1.00e-03	0.1691	-3.290626	-0.5564076	1443.81	TKFC	triokinase and FMN cyclase
107986715	3.71e-03	1.00e-03	0.1327	3.290459	0.4365496	32.78	LOC107986715	uncharacterized LOC107986715
152831	3.71e-03	1.00e-03	0.1142	3.290083	0.3758605	1507.67	KLB	klotho beta
55248	3.72e-03	1.00e-03	0.0777	-3.289921	-0.2554666	83.39	PACC1	proton activated chloride channel 1
401265	3.72e-03	1.00e-03	0.1013	3.289508	0.3332896	73.84	KLHL31	kelch like family member 31
55230	3.72e-03	1.00e-03	0.0416	3.289324	0.1366729	1474.85	USP40	ubiquitin specific peptidase 40
107984205	3.72e-03	1.00e-03	0.2314	3.28931	0.7611182	19.64	LOC107984205	uncharacterized LOC107984205
3073	3.72e-03	1.00e-03	0.0554	-3.289357	-0.1821592	1006.09	HEXA	hexosaminidase subunit alpha
23239	3.72e-03	1.00e-03	0.0663	3.289228	0.2181194	1412.78	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1
8703	3.73e-03	1.01e-03	0.0874	-3.288601	-0.2873157	190.56	B4GALT3	beta-1,4-galactosyltransferase 3
58491	3.73e-03	1.01e-03	0.1168	-3.28853	-0.3842395	32.74	ZNF71	zinc finger protein 71
116443	3.73e-03	1.01e-03	0.1387	3.288373	0.4562542	375.53	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A
27346	3.74e-03	1.01e-03	0.163	3.287707	0.535799	1568.45	TMEM97	transmembrane protein 97
28449	3.75e-03	1.01e-03	0.3178	-3.28701	-1.044519	8.38	IGHV3-13	immunoglobulin heavy variable 3-13
151011	3.75e-03	1.01e-03	0.0587	3.286631	0.192872	1559.77	SEPTIN10	septin 10
10285	3.75e-03	1.01e-03	0.0541	3.286426	0.1778774	399.1	SMNDC1	survival motor neuron domain containing 1
143425	3.76e-03	1.02e-03	0.0824	3.285726	0.270634	490.03	SYT9	synaptotagmin 9
22931	3.77e-03	1.02e-03	0.06	3.285417	0.1971367	1487.6	RAB18	RAB18, member RAS oncogene family
91316	3.77e-03	1.02e-03	0.0915	-3.284838	-0.3006844	321.13	GUSBP11	GUSB pseudogene 11
9378	3.78e-03	1.02e-03	0.2467	3.284629	0.8103492	61.22	NRXN1	neurexin 1
27185	3.78e-03	1.02e-03	0.0805	-3.284125	-0.2643934	145.86	DISC1	DISC1 scaffold protein
741	3.79e-03	1.02e-03	0.2713	-3.283607	-0.8908847	8.88	ZNHIT2	zinc finger HIT-type containing 2
7638	3.80e-03	1.03e-03	0.0694	3.282786	0.2279155	203.62	ZNF221	zinc finger protein 221
4696	3.80e-03	1.03e-03	0.1909	-3.282714	-0.6268093	171.07	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3
23380	3.80e-03	1.03e-03	0.0563	-3.282648	-0.1847409	482.3	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2
50485	3.80e-03	1.03e-03	0.0524	-3.282353	-0.1718511	194.37	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
100873952	3.80e-03	1.03e-03	0.1422	-3.282243	-0.4668374	16.8	SZT2-AS1	SZT2 antisense RNA 1
79987	3.80e-03	1.03e-03	0.1526	-3.282194	-0.5009306	1220.41	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
5142	3.81e-03	1.03e-03	0.1668	-3.281689	-0.5473689	267.12	PDE4B	phosphodiesterase 4B
11328	3.81e-03	1.03e-03	0.0647	-3.281589	-0.2124221	665.34	FKBP9	FKBP prolyl isomerase 9
10154	3.81e-03	1.03e-03	0.1001	-3.281622	-0.3285947	417.62	PLXNC1	plexin C1
116835	3.81e-03	1.03e-03	0.1647	-3.281657	-0.5405886	30.21	HSPA12B	heat shock protein family A (Hsp70) member 12B
8794	3.81e-03	1.03e-03	0.2004	-3.281543	-0.657464	24.32	TNFRSF10C	TNF receptor superfamily member 10c
342357	3.81e-03	1.03e-03	0.0543	3.281471	0.1782117	250.8	ZKSCAN2	zinc finger with KRAB and SCAN domains 2
79073	3.81e-03	1.03e-03	0.0991	-3.281052	-0.3251797	405.77	TMEM109	transmembrane protein 109
8315	3.82e-03	1.03e-03	0.0407	3.280924	0.1336211	383.67	BRAP	BRCA1 associated protein
196383	3.82e-03	1.04e-03	0.0794	-3.280686	-0.2604856	110.43	RILPL2	Rab interacting lysosomal protein like 2
780851	3.82e-03	1.04e-03	0.1873	-3.280324	-0.6144674	12721.2	SNORD3A	small nucleolar RNA, C/D box 3A
79789	3.82e-03	1.04e-03	0.0824	3.280149	0.2703093	4057.08	CLMN	calmin
220004	3.83e-03	1.04e-03	0.1434	-3.280024	-0.4703883	28.56	PPP1R32	protein phosphatase 1 regulatory subunit 32
55599	3.83e-03	1.04e-03	0.0752	3.279619	0.24663	701.29	RNPC3	RNA binding region (RNP1, RRM) containing 3
23531	3.83e-03	1.04e-03	0.1419	-3.279654	-0.4653411	165.97	MMD	monocyte to macrophage differentiation associated
63035	3.83e-03	1.04e-03	0.0982	-3.279317	-0.3221269	214.57	BCORL1	BCL6 corepressor like 1
138241	3.84e-03	1.04e-03	0.0459	3.279126	0.1506185	205.35	C9orf85	chromosome 9 open reading frame 85
150726	3.84e-03	1.04e-03	0.1145	-3.278891	-0.375573	44.23	FBXO41	F-box protein 41
105375914	3.84e-03	1.04e-03	0.09	3.278458	0.2950688	243.35	LOC105375914	uncharacterized LOC105375914
11142	3.85e-03	1.04e-03	0.0977	-3.278164	-0.3201158	238.5	PKIG	cAMP-dependent protein kinase inhibitor gamma
1559	3.85e-03	1.05e-03	0.0822	3.27811	0.2695784	41613.46	CYP2C9	cytochrome P450 family 2 subfamily C member 9
10376	3.85e-03	1.05e-03	0.147	-3.277957	-0.4817578	1283.23	TUBA1B	tubulin alpha 1b
284759	3.85e-03	1.05e-03	0.1417	-3.277736	-0.4645639	48.95	SIRPB2	signal regulatory protein beta 2
55362	3.85e-03	1.05e-03	0.1144	-3.277459	-0.3750828	887.24	TMEM63B	transmembrane protein 63B
9984	3.85e-03	1.05e-03	0.0576	3.277372	0.1888608	632.77	THOC1	THO complex subunit 1
100652999	3.86e-03	1.05e-03	0.0619	3.277067	0.2027362	156.89	LOC100652999	uncharacterized LOC100652999
101927571	3.86e-03	1.05e-03	0.0981	3.276884	0.321316	66.4	LOC101927571	uncharacterized LOC101927571
2073	3.87e-03	1.05e-03	0.043	3.276242	0.1409695	988.79	ERCC5	ERCC excision repair 5, endonuclease
51744	3.88e-03	1.05e-03	0.1157	-3.275584	-0.3791354	81.85	CD244	CD244 molecule
107985948	3.88e-03	1.05e-03	0.1506	3.275526	0.493294	191.76	LOC107985948	uncharacterized LOC107985948
57592	3.88e-03	1.06e-03	0.1068	-3.275398	-0.3498043	288.25	ZNF687	zinc finger protein 687
140706	3.88e-03	1.06e-03	0.1571	-3.275398	-0.514457	25.88	CCM2L	CCM2 like scaffold protein
101929664	3.88e-03	1.06e-03	0.1575	3.275233	0.5158543	166.93	HORMAD2-AS1	HORMAD2 and MTMR3 antisense RNA 1
283461	3.89e-03	1.06e-03	0.1006	3.27449	0.3295426	31.73	C12orf40	chromosome 12 open reading frame 40
10267	3.89e-03	1.06e-03	0.2138	-3.273998	-0.6998322	51.56	RAMP1	receptor activity modifying protein 1
342125	3.89e-03	1.06e-03	0.1628	3.273986	0.5328726	231.59	TMC3	transmembrane channel like 3
105378590	3.89e-03	1.06e-03	0.2109	-3.27392	-0.6904086	26.36	LOC105378590	uncharacterized LOC105378590
1565	3.89e-03	1.06e-03	0.1956	-3.27388	-0.6403823	1741.85	CYP2D6	cytochrome P450 family 2 subfamily D member 6
57570	3.90e-03	1.06e-03	0.051	3.27327	0.1669644	342.04	TRMT5	tRNA methyltransferase 5
100532737	3.90e-03	1.06e-03	0.0457	-3.273142	-0.1495413	915.17	ATP6V1G2-DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)
126014	3.91e-03	1.06e-03	0.1737	-3.272844	-0.5685848	14.2	OSCAR	osteoclast associated Ig-like receptor
105373713	3.91e-03	1.07e-03	0.1206	3.272754	0.3947021	63.45	LOC105373713	
54823	3.91e-03	1.07e-03	0.0637	3.272686	0.2085418	347.12	SWT1	SWT1 RNA endoribonuclease homolog
105373338	3.91e-03	1.07e-03	0.1331	3.272513	0.435654	18.23	ENOX2-AS1	ENOX2 antisense RNA 1
8790	3.91e-03	1.07e-03	0.0763	3.272263	0.2496878	462.93	FPGT	fucose-1-phosphate guanylyltransferase
54212	3.92e-03	1.07e-03	0.1885	3.271595	0.6167838	108.7	SNTG1	syntrophin gamma 1
730	3.92e-03	1.07e-03	0.206	-3.271491	-0.6740426	9225.58	C7	complement C7
9879	3.92e-03	1.07e-03	0.0446	3.271283	0.1460414	1403.31	DDX46	DEAD-box helicase 46
85015	3.92e-03	1.07e-03	0.0718	3.271234	0.2347544	777.01	USP45	ubiquitin specific peptidase 45
3014	3.92e-03	1.07e-03	0.1831	-3.271201	-0.5988862	14.24	H2AX	H2A.X variant histone
94104	3.92e-03	1.07e-03	0.0626	3.271229	0.2048351	982.9	PAXBP1	PAX3 and PAX7 binding protein 1
100506047	3.92e-03	1.07e-03	0.1998	-3.271115	-0.6537026	9.53	LINC02580	long intergenic non-protein coding RNA 2580
100337591	3.92e-03	1.07e-03	0.1451	3.271026	0.4745379	26.71	SNORA70F	small nucleolar RNA, H/ACA box 70F
553158	3.92e-03	1.07e-03	0.118	-3.270935	-0.3858801	19.89	PRR5-ARHGAP8	PRR5-ARHGAP8 readthrough
2882	3.93e-03	1.07e-03	0.138	-3.270663	-0.4515057	49.28	GPX7	glutathione peroxidase 7
1842	3.93e-03	1.07e-03	0.0747	3.270644	0.2442294	1211.92	ECM2	extracellular matrix protein 2
120534	3.94e-03	1.08e-03	0.0605	3.269674	0.1979684	413.52	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein
527	3.95e-03	1.08e-03	0.172	-3.26926	-0.5623429	106.71	ATP6V0C	ATPase H+ transporting V0 subunit c
105375912	3.95e-03	1.08e-03	0.0995	3.269203	0.3253019	70.46	LOC105375912	uncharacterized LOC105375912
107987080	3.95e-03	1.08e-03	0.1133	3.268886	0.3704015	78.06	LOC107987080	
107985481	3.96e-03	1.08e-03	0.0759	3.268371	0.2479505	269.55	LOC107985481	
1846	3.97e-03	1.09e-03	0.2096	-3.267438	-0.6847602	42.39	DUSP4	dual specificity phosphatase 4
55610	3.97e-03	1.09e-03	0.0583	3.267353	0.1906348	619.17	VPS50	VPS50 subunit of EARP/GARPII complex
4862	3.97e-03	1.09e-03	0.1942	-3.2673	-0.6345998	290.13	NPAS2	neuronal PAS domain protein 2
104968399	3.97e-03	1.09e-03	0.1092	-3.26722	-0.3568872	281.3	MYL12-AS1	MYL12A and MYL12B antisense RNA 1
63875	3.98e-03	1.09e-03	0.0757	-3.26656	-0.2473883	180.08	MRPL17	mitochondrial ribosomal protein L17
57410	3.98e-03	1.09e-03	0.1597	-3.266581	-0.5215473	433.87	SCYL1	SCY1 like pseudokinase 1
729852	3.98e-03	1.09e-03	0.0635	3.26646	0.2074944	243.11	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1
105370821	3.98e-03	1.09e-03	0.1787	3.266088	0.583623	284.66	LOC105370821	uncharacterized LOC105370821
345051	3.99e-03	1.09e-03	0.1787	3.265567	0.5836053	18.02	REELD1	reeler domain containing 1
55904	3.99e-03	1.09e-03	0.0505	3.265253	0.1648239	2236.72	KMT2E	lysine methyltransferase 2E (inactive)
105373682	4.00e-03	1.10e-03	0.1314	3.264737	0.4290658	158.29	LOC105373682	uncharacterized LOC105373682
84911	4.01e-03	1.10e-03	0.1312	-3.264263	-0.428392	73.54	ZNF382	zinc finger protein 382
27301	4.01e-03	1.10e-03	0.0917	-3.264008	-0.2992816	134.72	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2
107985046	4.01e-03	1.10e-03	0.112	3.263701	0.365616	111.89	LOC107985046	
100526739	4.02e-03	1.10e-03	0.0852	3.263322	0.2781823	37.86	CENPS-CORT	CENPS-CORT readthrough
51660	4.02e-03	1.10e-03	0.087	3.263327	0.2839564	3264.99	MPC1	mitochondrial pyruvate carrier 1
56100	4.02e-03	1.10e-03	0.0795	3.263273	0.2593179	118.89	PCDHGB6	protocadherin gamma subfamily B, 6
4249	4.02e-03	1.10e-03	0.0704	-3.26307	-0.2296306	564.13	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase
51762	4.03e-03	1.11e-03	0.1111	-3.262082	-0.3623956	684.73	RAB8B	RAB8B, member RAS oncogene family
108783654	4.04e-03	1.11e-03	0.1385	-3.261696	-0.4518808	44.68	HSD17B1-AS1	HSD17B1 antisense RNA 1
29984	4.04e-03	1.11e-03	0.1854	-3.261392	-0.6045268	90.72	RHOD	ras homolog family member D
79066	4.05e-03	1.11e-03	0.0311	3.260661	0.1012498	413.79	METTL16	methyltransferase 16, N6-methyladenosine
27347	4.06e-03	1.11e-03	0.1284	-3.259911	-0.4184184	159.82	STK39	serine/threonine kinase 39
7559	4.06e-03	1.11e-03	0.0566	3.259885	0.1846488	874.46	ZNF12	zinc finger protein 12
26048	4.06e-03	1.11e-03	0.1136	-3.259777	-0.3703217	173.53	ZNF500	zinc finger protein 500
100885850	4.07e-03	1.12e-03	0.0802	-3.259401	-0.2612859	93.44	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough
389558	4.07e-03	1.12e-03	0.1195	-3.25925	-0.3894059	364.1	FAM180A	family with sequence similarity 180 member A
139716	4.07e-03	1.12e-03	0.0945	-3.259251	-0.3078367	169.03	GAB3	GRB2 associated binding protein 3
56164	4.07e-03	1.12e-03	0.1267	3.258963	0.4128501	32.52	STK31	serine/threonine kinase 31
23405	4.08e-03	1.12e-03	0.0541	3.258321	0.1761848	3870.49	DICER1	dicer 1, ribonuclease III
58487	4.09e-03	1.12e-03	0.0637	3.257842	0.2074012	1614.91	CREBZF	CREB/ATF bZIP transcription factor
55179	4.09e-03	1.12e-03	0.106	-3.2577	-0.3451771	67.65	FAIM	Fas apoptotic inhibitory molecule
84188	4.09e-03	1.12e-03	0.1117	-3.257615	-0.3639938	362.72	FAR1	fatty acyl-CoA reductase 1
146923	4.09e-03	1.13e-03	0.0489	-3.257215	-0.1591571	178.17	RUNDC1	RUN domain containing 1
84988	4.10e-03	1.13e-03	0.2066	-3.256784	-0.6728936	135.21	PPP1R16A	protein phosphatase 1 regulatory subunit 16A
105376103	4.10e-03	1.13e-03	0.3882	-3.256689	-1.2641194	17.41	LOC105376103	uncharacterized LOC105376103
26998	4.10e-03	1.13e-03	0.1136	3.256629	0.3701061	2408.62	FETUB	fetuin B
206412	4.11e-03	1.13e-03	0.1064	3.25593	0.3465905	82.97	C6orf163	chromosome 6 open reading frame 163
56731	4.11e-03	1.13e-03	0.1788	-3.255838	-0.5820524	438.76	SLC2A4RG	SLC2A4 regulator
29994	4.11e-03	1.13e-03	0.0608	3.255648	0.1979893	3092.74	BAZ2B	bromodomain adjacent to zinc finger domain 2B
90624	4.11e-03	1.13e-03	0.0682	3.255666	0.2220676	573.62	LYRM7	LYR motif containing 7
100507599	4.11e-03	1.13e-03	0.0962	3.25567	0.3130658	33.52	TFIP11-DT	TFIP11 divergent transcript
51503	4.13e-03	1.14e-03	0.06	3.254456	0.1954298	663.41	CWC15	CWC15 spliceosome associated protein homolog
6640	4.13e-03	1.14e-03	0.1303	-3.253871	-0.4240056	99.17	SNTA1	syntrophin alpha 1
3507	4.14e-03	1.14e-03	0.2847	-3.253762	-0.9262856	811.25	IGHM	immunoglobulin heavy constant mu
388969	4.15e-03	1.14e-03	0.0377	3.252928	0.1225801	536.09	C2orf68	chromosome 2 open reading frame 68
57409	4.15e-03	1.14e-03	0.084	-3.252879	-0.273392	108.5	MIF4GD	MIF4G domain containing
7424	4.15e-03	1.14e-03	0.1289	-3.252781	-0.4193704	86.01	VEGFC	vascular endothelial growth factor C
84283	4.15e-03	1.14e-03	0.1127	-3.252642	-0.3664609	67.74	TMEM79	transmembrane protein 79
3082	4.15e-03	1.14e-03	0.146	-3.252386	-0.4749699	1594.62	HGF	hepatocyte growth factor
101927907	4.16e-03	1.15e-03	0.2998	3.251874	0.9748209	14.35	LRRTM4-AS1	LRRTM4 antisense RNA 1
169270	4.16e-03	1.15e-03	0.0818	3.251624	0.2658547	155.9	ZNF596	zinc finger protein 596
91614	4.16e-03	1.15e-03	0.1029	3.251446	0.3344768	1075.77	DEPDC7	DEP domain containing 7
22828	4.17e-03	1.15e-03	0.047	3.251184	0.1529136	1606.61	SCAF8	SR-related CTD associated factor 8
994	4.17e-03	1.15e-03	0.0987	-3.251143	-0.3208861	325.95	CDC25B	cell division cycle 25B
2658	4.17e-03	1.15e-03	0.1153	-3.250997	-0.3749092	386.62	GDF2	growth differentiation factor 2
145447	4.17e-03	1.15e-03	0.1515	3.250798	0.4925798	60.91	ABHD12B	abhydrolase domain containing 12B
147339	4.17e-03	1.15e-03	0.038	3.250764	0.1235114	533.41	C18orf25	chromosome 18 open reading frame 25
22834	4.17e-03	1.15e-03	0.0529	3.250537	0.1720997	2428.56	ZNF652	zinc finger protein 652
23033	4.18e-03	1.15e-03	0.0651	3.250305	0.2115505	1681.12	DOP1A	DOP1 leucine zipper like protein A
26034	4.18e-03	1.15e-03	0.1066	-3.250002	-0.3464325	119.02	IPCEF1	interaction protein for cytohesin exchange factors 1
90326	4.18e-03	1.15e-03	0.1262	-3.24992	-0.4101107	120.21	THAP3	THAP domain containing 3
56947	4.18e-03	1.15e-03	0.0503	3.249819	0.1634248	718.02	MFF	mitochondrial fission factor
400945	4.19e-03	1.16e-03	0.1134	3.249417	0.3685614	76.39	LINC01376	long intergenic non-protein coding RNA 1376
643	4.19e-03	1.16e-03	0.1261	-3.249433	-0.4098844	71.77	CXCR5	C-X-C motif chemokine receptor 5
106635532	4.19e-03	1.16e-03	0.0816	3.249274	0.2651047	102.19	SNORA100	small nucleolar RNA, H/ACA box 100
79906	4.19e-03	1.16e-03	0.1268	-3.248972	-0.4118141	59.78	MORN1	MORN repeat containing 1
4040	4.19e-03	1.16e-03	0.0729	3.248773	0.2368406	5147.75	LRP6	LDL receptor related protein 6
102723780	4.19e-03	1.16e-03	0.1233	3.248815	0.4005707	14.01	FRG1FP	FSHD region gene 1 family member F, pseudogene
148423	4.20e-03	1.16e-03	0.0682	3.248085	0.2215482	579.44	C1orf52	chromosome 1 open reading frame 52
729013	4.20e-03	1.16e-03	0.0751	3.247944	0.2438961	109.64	ZBED5-AS1	ZBED5 antisense RNA 1
107984886	4.20e-03	1.16e-03	0.1815	3.247933	0.5894304	17.56	LOC107984886	uncharacterized LOC107984886
51366	4.20e-03	1.16e-03	0.0503	3.247834	0.1633646	3177.22	UBR5	ubiquitin protein ligase E3 component n-recognin 5
105372098	4.20e-03	1.16e-03	0.1125	3.247845	0.3654286	200.37	LOC105372098	uncharacterized LOC105372098
105374249	4.20e-03	1.16e-03	0.1228	3.247683	0.398916	29.69	EIF2B5-DT	EIF2B5 divergent transcript
23416	4.20e-03	1.16e-03	0.1604	-3.247684	-0.5208891	15.43	KCNH3	potassium voltage-gated channel subfamily H member 3
9931	4.20e-03	1.16e-03	0.0534	3.247627	0.1734401	4762.92	HELZ	helicase with zinc finger
727684	4.21e-03	1.16e-03	0.1749	-3.247414	-0.5679132	24.39	TMEM51-AS2	TMEM51 antisense RNA 2
80114	4.21e-03	1.16e-03	0.1797	-3.24742	-0.5835256	603.54	BICC1	BicC family RNA binding protein 1
4291	4.21e-03	1.17e-03	0.2366	-3.247266	-0.768302	18.62	MLF1	myeloid leukemia factor 1
3685	4.22e-03	1.17e-03	0.1163	-3.246714	-0.3774636	1929.52	ITGAV	integrin subunit alpha V
26262	4.22e-03	1.17e-03	0.1251	-3.24621	-0.4062204	183.83	TSPAN17	tetraspanin 17
100288198	4.22e-03	1.17e-03	0.0702	3.2462	0.2277455	77.4	HMGN3-AS1	HMGN3 antisense RNA 1
84251	4.22e-03	1.17e-03	0.1835	-3.246141	-0.5955883	70.49	SGIP1	SH3GL interacting endocytic adaptor 1
55108	4.23e-03	1.17e-03	0.0562	-3.245686	-0.1823258	1799.73	BSDC1	BSD domain containing 1
57545	4.23e-03	1.17e-03	0.0677	3.24568	0.2197839	538.15	CC2D2A	coiled-coil and C2 domain containing 2A
100422955	4.23e-03	1.17e-03	0.1217	3.245412	0.3949845	16.24	MIR4273	microRNA 4273
8492	4.24e-03	1.17e-03	0.1144	3.245029	0.3711597	168.29	PRSS12	serine protease 12
102723758	4.24e-03	1.17e-03	0.21	-3.244976	-0.6815283	14.58	LOC102723758	uncharacterized LOC102723758
101929633	4.24e-03	1.17e-03	0.1361	3.244883	0.4416722	73.82	LOC101929633	uncharacterized LOC101929633
317781	4.24e-03	1.18e-03	0.1006	-3.244791	-0.3265087	158.47	DDX51	DEAD-box helicase 51
60526	4.24e-03	1.18e-03	0.0541	3.244657	0.1754481	496.61	LDAH	lipid droplet associated hydrolase
10787	4.24e-03	1.18e-03	0.0669	3.244639	0.217149	3410.9	NCKAP1	NCK associated protein 1
10898	4.24e-03	1.18e-03	0.0822	-3.244317	-0.2668229	206.4	CPSF4	cleavage and polyadenylation specific factor 4
23528	4.24e-03	1.18e-03	0.081	3.244147	0.2627297	1454.62	ZNF281	zinc finger protein 281
105373159	4.25e-03	1.18e-03	0.0768	3.244017	0.2492731	138.36	RAB4A-AS1	RAB4A antisense RNA 1
80829	4.25e-03	1.18e-03	0.0619	3.243657	0.2007284	1444.03	ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase
28896	4.25e-03	1.18e-03	0.2495	-3.24341	-0.809371	26.54	IGKV1D-33	immunoglobulin kappa variable 1D-33
107986785	4.25e-03	1.18e-03	0.1452	3.243435	0.4708064	63.99	LOC107986785	uncharacterized LOC107986785
6926	4.25e-03	1.18e-03	0.1076	3.243419	0.3490228	1304.31	TBX3	T-box transcription factor 3
101927479	4.26e-03	1.18e-03	0.1721	-3.242894	-0.5580198	20.79	EPHA2-AS1	EPHA2 antisense RNA 1
29926	4.26e-03	1.18e-03	0.1021	-3.242883	-0.3311377	319.14	GMPPA	GDP-mannose pyrophosphorylase A
730152	4.26e-03	1.18e-03	0.2333	3.242719	0.7566388	296.8	GSTA7P	glutathione S-transferase alpha 7, pseudogene
3015	4.26e-03	1.18e-03	0.0947	-3.242575	-0.307104	315.21	H2AZ1	H2A.Z variant histone 1
10730	4.27e-03	1.19e-03	0.0574	3.242045	0.1859711	2437.19	YME1L1	YME1 like 1 ATPase
11326	4.27e-03	1.19e-03	0.2144	-3.242081	-0.6950719	333.01	VSIG4	V-set and immunoglobulin domain containing 4
6396	4.27e-03	1.19e-03	0.0923	-3.241817	-0.2993272	634.13	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
728264	4.27e-03	1.19e-03	0.1752	-3.241763	-0.5680884	73.68	CARMN	cardiac mesoderm enhancer-associated non-coding RNA
55819	4.27e-03	1.19e-03	0.0736	3.241737	0.2386053	2204.9	RNF130	ring finger protein 130
26030	4.27e-03	1.19e-03	0.0955	-3.24167	-0.3095408	786.55	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3
10435	4.27e-03	1.19e-03	0.1902	-3.241483	-0.6164609	29.59	CDC42EP2	CDC42 effector protein 2
4051	4.27e-03	1.19e-03	0.0763	3.241428	0.2474177	11806.42	CYP4F3	cytochrome P450 family 4 subfamily F member 3
100287042	4.28e-03	1.19e-03	0.1354	-3.241158	-0.43871	16.25	MIF4GD-DT	MIF4GD divergent transcript
83953	4.28e-03	1.19e-03	0.2342	-3.240749	-0.7590071	133.28	FCAMR	Fc alpha and mu receptor
28943	4.29e-03	1.19e-03	0.2833	-3.240463	-0.9180213	16.02	IGKV1-6	immunoglobulin kappa variable 1-6
353164	4.29e-03	1.19e-03	0.2075	3.24037	0.6723792	9.14	TAS2R42	taste 2 receptor member 42
100529211	4.29e-03	1.19e-03	0.1837	-3.240342	-0.5953142	43.48	TMEM256-PLSCR3	TMEM256-PLSCR3 readthrough (NMD candidate)
6492	4.29e-03	1.19e-03	0.3155	3.240289	1.0222298	36.82	SIM1	SIM bHLH transcription factor 1
100529145	4.29e-03	1.19e-03	0.1251	-3.240114	-0.4052287	151.38	TEN1-CDK3	TEN1-CDK3 readthrough (NMD candidate)
143903	4.29e-03	1.20e-03	0.2078	-3.239743	-0.6733448	24.23	LAYN	layilin
5469	4.32e-03	1.20e-03	0.0387	3.238188	0.1252649	1036.33	MED1	mediator complex subunit 1
149297	4.32e-03	1.20e-03	0.0922	3.23783	0.2984309	106.67	FAM78B	family with sequence similarity 78 member B
102724330	4.32e-03	1.20e-03	0.0841	3.237864	0.272154	134.64	PCMTD1-DT	PCMTD1 divergent transcript
51144	4.32e-03	1.20e-03	0.1161	3.237873	0.3758009	1851.59	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12
64397	4.32e-03	1.21e-03	0.0405	3.237652	0.1310854	2652.54	ZNF106	zinc finger protein 106
