Gene ID	Gene Symbol	
57599	WDR48	
23423	TMED3	
10160	FARP1	
710	SERPING1	
5279	PIGC	
307	ANXA4	
10274	STAG1	
9168	TMSB10	
9388	LIPG	
11282	MGAT4B	
51098	IFT52	
5481	PPID	
2959	GTF2B	
3956	LGALS1	
10961	ERP29	
716	C1S	
22941	SHANK2	
10579	TACC2	
5920	PLAAT4	
6672	SP100	
54797	MED18	
1282	COL4A1	
51111	KMT5B	
10475	TRIM38	
3265	HRAS	
7465	WEE1	
5780	PTPN9	
6284	S100A13	
8996	NOL3	
6737	TRIM21	
100134713	NDUFB2-AS1	
22954	TRIM32	
7165	TPD52L2	
175	AGA	
10724	OGA	
2643	GCH1	
81537	SGPP1	
966	CD59	
4670	HNRNPM	
11019	LIAS	
5567	PRKACB	
79714	CCDC51	
6541	SLC7A1	
3106	HLA-B	
7453	WARS1	
23231	SEL1L3	
64780	MICAL1	
997	CDC34	
54737	MPHOSPH8	
50486	G0S2	
55272	IMP3	
4218	RAB8A	
25	ABL1	
3295	HSD17B4	
5533	PPP3CC	
23637	RABGAP1	
4494	MT1F	
4212	MEIS2	
22888	UBOX5	
11135	CDC42EP1	
404281	YY2	
9673	SLC25A44	
2237	FEN1	
23543	RBFOX2	
64761	PARP12	
10241	CALCOCO2	
54476	RNF216	
6294	SAFB	
6386	SDCBP	
5733	PTGER3	
585	BBS4	
6299	SALL1	
11092	SPACA9	
5175	PECAM1	
4942	OAT	
9246	UBE2L6	
65992	DDRGK1	
9817	KEAP1	
55226	NAT10	
10226	PLIN3	
26053	AUTS2	
11311	VPS45	
3073	HEXA	
54985	HCFC1R1	
1665	DHX15	
1026	CDKN1A	
53918	PELO	
6729	SRP54	
54741	LEPROT	
3679	ITGA7	
54556	ING3	
8519	IFITM1	
6338	SCNN1B	
1944	EFNA3	
6888	TALDO1	
23075	SWAP70	
26751	SH3YL1	
965	CD58	
8013	NR4A3	
29104	HEMK2	
84159	ARID5B	
79625	NDNF	
3551	IKBKB	
822	CAPG	
3108	HLA-DMA	
5927	KDM5A	
10379	IRF9	
4616	GADD45B	
2617	GARS1	
26051	PPP1R16B	
1281	COL3A1	
27252	KLHL20	
84981	MIR22HG	
27250	PDCD4	
10808	HSPH1	
4599	MX1	
1284	COL4A2	
10406	WFDC2	
9616	RNF7	
7305	TYROBP	
54739	XAF1	
2589	GALNT1	
29074	MRPL18	
3727	JUND	
54969	HPF1	
7175	TPR	
29922	NME7	
79940	LINC00472	
51340	CRNKL1	
63941	NECAB3	
54980	C2orf42	
5468	PPARG	
55644	OSGEP	
8721	EDF1	
2882	GPX7	
9451	EIF2AK3	
5436	POLR2G	
1185	CLCN6	
80155	NAA15	
50940	PDE11A	
6659	SOX4	
7168	TPM1	
54496	PRMT7	
3164	NR4A1	
7741	ZSCAN26	
9905	SGSM2	
1211	CLTA	
24146	CLDN15	
56252	YLPM1	
3429	IFI27	
51309	ARMCX1	
23710	GABARAPL1	
58486	ZBED5	
2791	GNG11	
55737	VPS35	
7357	UGCG	
5155	PDGFB	
151987	PPP4R2	
28985	MCTS1	
10346	TRIM22	
643332	RNASE2CP	
5720	PSME1	
55707	NECAP2	
9858	PPP1R26	
58487	CREBZF	
80201	HKDC1	
5699	PSMB10	
8609	KLF7	
57037	ANKMY2	
1841	DTYMK	
11342	RNF13	
11132	CAPN10	
80196	RNF34	
6035	RNASE1	
1948	EFNB2	
2131	EXT1	
5824	PEX19	
7184	HSP90B1	
79631	EFL1	
81554	RCC1L	
22836	RHOBTB3	
25966	C2CD2	
4802	NFYC	
55023	PHIP	
5984	RFC4	
10282	BET1	
2181	ACSL3	
59067	IL21	
25809	TTLL1	
23135	KDM6B	
9326	ZNHIT3	
6548	SLC9A1	
23398	PPWD1	
65109	UPF3B	
10261	IGSF6	
2773	GNAI3	
3304	HSPA1B	
9532	BAG2	
474	ATOH1	
65979	PHACTR4	
25796	PGLS	
80055	PGAP1	
54726	OTUD4	
55756	INTS9	
908	CCT6A	
746	TMEM258	
3428	IFI16	
9202	ZMYM4	
124044	SPATA2L	
3431	SP110	
823	CAPN1	
90485	ZNF835	
55450	CAMK2N1	
10672	GNA13	
4061	LY6E	
4948	OCA2	
85363	TRIM5	
57787	MARK4	
729238	SFTPA2	
3093	UBE2K	
10876	EDDM3A	
55726	INTS13	
9169	SCAF11	
23322	RPGRIP1L	
26145	IRF2BP1	
65988	ZNF747	
10276	NET1	
9825	SPATA2	
80345	ZSCAN16	
1155	TBCB	
4074	M6PR	
9597	SMAD5-AS1	
56288	PARD3	
2538	G6PC1	
3399	ID3	
5352	PLOD2	
5359	PLSCR1	
55696	RBM22	
51280	GOLM1	
6772	STAT1	
4499	MT1M	
57476	GRAMD1B	
158	ADSL	
5001	ORC5	
140465	MYL6B	
3995	FADS3	
10016	PDCD6	
49856	WRAP73	
136	ADORA2B	
9308	CD83	
3248	HPGD	
2	A2M	
515	ATP5PB	
57154	SMURF1	
8312	AXIN1	
114049	BUD23	
79736	TEFM	
51053	GMNN	
3667	IRS1	
3996	LLGL1	
81688	C6orf62	
79591	ARMH3	
22920	KIFAP3	
51339	DACT1	
55511	SAGE1	
60560	NAA35	
27300	ZNF544	
9475	ROCK2	
4256	MGP	
90273	CEACAM21	
5108	PCM1	
152559	PAQR3	
71	ACTG1	
1482	NKX2-5	
25803	SPDEF	
2027	ENO3	
6521	SLC4A1	
347	APOD	
26009	ZZZ3	
54541	DDIT4	
7158	TP53BP1	
29888	STRN4	
7738	ZNF184	
93210	PGAP3	
79843	FAM124B	
4069	LYZ	
4205	MEF2A	
665	BNIP3L	
10445	MCRS1	
9687	GREB1	
3123	HLA-DRB1	
10991	SLC38A3	
9440	MED17	
1848	DUSP6	
65124	SOWAHC	
9497	SLC4A7	
5432	POLR2C	
3273	HRG	
712	C1QA	
23468	CBX5	
5252	PHF1	
54432	YIPF1	
7991	TUSC3	
10308	ZNF267	
4886	NPY1R	
7533	YWHAH	
80895	ILKAP	
2995	GYPC	
7039	TGFA	
29099	COMMD9	
51422	PRKAG2	
9352	TXNL1	
389898	UBE2NL	
54971	BANP	
4780	NFE2L2	
2037	EPB41L2	
10981	RAB32	
26471	NUPR1	
57804	POLD4	
51067	YARS2	
27351	DESI1	
9625	LMTK1	
55025	FLJ20712	
26057	ANKRD17	
9095	TBX19	
63920	ZBED8	
3122	HLA-DRA	
29940	DSE	
7264	GFUS	
56998	CTNNBIP1	
50485	SMARCAL1	
1368	CPM	
4610	MYCL	
2998	GYS2	
567	B2M	
79140	CCDC28B	
9541	CIRSR	
26984	SEC22A	
5228	PGF	
3836	KPNA1	
2665	GDI2	
4238	MFAP3	
54661	PCDHB17P	
27445	PCLO	
23623	RUSC1	
4974	OMG	
7756	ZNF207	
6355	CCL8	
60528	ELAC2	
2045	EPHA7	
29842	TFCP2L1	
79961	DENND2D	
56158	TEX12	
25859	PART1	
79774	GRTP1	
10190	TXNDC9	
27315	PGAP2	
7415	VCP	
4501	MT1X	
10001	MED6	
9737	GPRASP1	
1672	DEFB1	
7767	ZNF224	
3422	IDI1	
10866	HCP5	
157567	ANKRD46	
51447	IP6K2	
158427	TSTD2	
29942	PURG	
10813	UTP14A	
9619	ABCG1	
8178	ELL	
10537	UBD	
844	CASQ1	
55740	ENAH	
9978	RBX1	
2778	GNAS	
9636	ISG15	
3600	IL15	
2528	FUT6	
8460	TPST1	
3841	KPNA5	
64218	SEMA4A	
58497	PRUNE1	
9733	SART3	
6430	SRSF5	
60558	GUF1	
8674	VAMP4	
65055	REEP1	
1519	CTSO	
3113	HLA-DPA1	
64376	IKZF5	
25836	NIPBL	
22909	FAN1	
55830	GLT8D1	
9513	FXR2	
23387	SIK3	
8360	H4C4	
4646	MYO6	
3137	HLA-J	
7301	TYRO3	
64755	RUSF1	
4082	MARCKS	
6890	TAP1	
11259	FILIP1L	
972	CD74	
81848	SPRY4	
64318	NOC3L	
5981	RFC1	
213	ALB	
3716	JAK1	
51227	PIGP	
9907	AP5Z1	
9976	CLEC2B	
5394	EXOSC10	
9324	HMGN3	
4316	MMP7	
3217	HOXB7	
375057	STUM	
3703	STT3A	
51015	ISOC1	
64747	MFSD1	
23517	MTREX	
4515	MTCP1	
10038	PARP2	
9194	SLC16A7	
140803	TRPM6	
2555	GABRA2	
7474	WNT5A	
4117	MAK	
60559	SPCS3	
10738	RFPL3	
284443	ZNF493	
8938	BAIAP3	
4436	MSH2	
79752	ZFAND1	
130916	MTERF4	
10693	CCT6B	
10163	WASF2	
5553	PRG2	
26959	HBP1	
23169	SLC35D1	
5578	PRKCA	
7076	TIMP1	
23285	-	
23403	FBXO46	
51619	UBE2D4	
9245	GCNT3	
3398	ID2	
7855	FZD5	
5879	RAC1	
54974	THG1L	
54884	RETSAT	
10954	PDIA5	
89874	SLC25A21	
26017	FAM32A	
7786	MAP3K12	
51307	FAM53C	
79959	CEP76	
1269	CNR2	
5360	PLTP	
4938	OAS1	
345	APOC3	
4690	NCK1	
8448	DOC2A	
57821	CCDC181	
5020	OXT	
83696	TRAPPC9	
7942	TFEB	
2993	GYPA	
8935	SKAP2	
10299	MARCHF6	
27301	APEX2	
6256	RXRA	
54819	ZCCHC10	
8456	FOXN1	
9448	MAP4K4	
8805	TRIM24	
440026	TMEM41B	
6844	VAMP2	
4591	TRIM37	
6431	SRSF6	
1718	DHCR24	
113251	LARP4	
4782	NFIC	
1539	CYLC2	
81563	C1orf21	
2542	SLC37A4	
55915	LANCL2	
329	BIRC2	
29883	CNOT7	
2844	GPR21	
6615	SNAI1	
8417	STX7	
6945	MLX	
6050	RNH1	
9517	SPTLC2	
1477	CSTF1	
10181	RBM5	
7174	TPP2	
57820	CCNB1IP1	
4193	MDM2	
26586	CKAP2	
8916	HERC3	
6123	RPL3L	
4659	PPP1R12A	
27076	LYPD3	
4122	MAN2A2	
7782	SLC30A4	
25896	INTS7	
3707	ITPKB	
4352	MPL	
9960	USP3	
57794	SUGP1	
55853	IDI2-AS1	
57122	NUP107	
3988	LIPA	
55422	ZNF331	
4060	LUM	
57496	MRTFB	
285527	FRYL	
55346	TCP11L1	
23352	UBR4	
10491	CRTAP	
6004	RGS16	
54555	DDX49	
56943	ENY2	
909	CD1A	
27241	BBS9	
216	ALDH1A1	
6150	MRPL23	
10775	POP4	
10575	CCT4	
23205	ACSBG1	
23269	MGA	
9122	SLC16A4	
3321	IGSF3	
379	ARL4D	
26235	FBXL4	
79828	METTL8	
1192	CLIC1	
64397	ZNF106	
6883	TAF12	
3043	HBB	
23585	TMEM50A	
474344	GIMAP6	
3354	HTR1E	
23499	MACF1	
7045	TGFBI	
125893	ZNF816	
1630	DCC	
83442	SH3BGRL3	
1051	CEBPB	
3615	IMPDH2	
3621	ING1	
79858	NEK11	
51744	CD244	
81033	KCNH6	
7472	WNT2	
79174	CRELD2	
11261	CHP1	
154796	AMOT	
6571	SLC18A2	
9320	TRIP12	
94134	ARHGAP12	
6387	CXCL12	
9540	TP53I3	
6943	TCF21	
1476	CSTB	
51203	NUSAP1	
79960	JADE1	
7412	VCAM1	
25865	PRKD2	
23059	IFT38	
3158	HMGCS2	
55813	UTP6	
387680	WASHC2A	
7046	TGFBR1	
57403	RAB22A	
1493	CTLA4	
64400	AKTIP	
6282	S100A11	
5176	SERPINF1	
2314	FLII	
27042	UTP25	
10363	HMG20A	
79155	TNIP2	
10095	ARPC1B	
5859	QARS1	
79228	THOC6	
10130	PDIA6	
55640	FLVCR2	
1737	DLAT	
81849	ST6GALNAC5	
839	CASP6	
715	C1R	
9252	RPS6KA5	
7205	TRIP6	
23480	SEC61G	
58517	RBM25	
6000	RGS7	
1603	DAD1	
7050	TGIF1	
4638	MYLK	
397	ARHGDIB	
23190	UBXN4	
7259	TSPYL1	
9500	MAGED1	
6993	DYNLT1	
79443	FYCO1	
8884	SLC5A6	
2327	FMO2	
302	ANXA2	
55008	HERC6	
55972	SLC25A40	
8382	NME5	
50809	HP1BP3	
79729	MNMIP1	
834	CASP1	
23329	TBC1D30	
7148	TNXB	
3739	KCNA4	
79661	NEIL1	
56995	TULP4	
7520	XRCC5	
7016	TESK1	
1524	CX3CR1	
8837	CFLAR	
91543	RSAD2	
23185	LARP4B	
10939	AFG3L2	
4358	MPV17	
59343	SENP2	
24138	IFIT5	
23645	PPP1R15A	
57147	SCYL3	
23025	UNC13A	
2035	EPB41	
57728	WDR19	
9454	HOMER3	
85360	SYDE1	
81577	GFOD2	
51279	C1RL	
116496	NIBAN1	
80868	HCG4B	
28513	CDH19	
55062	WIPI1	
6748	SSR4	
55793	MINDY1	
23133	PHF8	
7803	PTP4A1	
204851	HIPK1	
55848	PLGRKT	
10772	SRSF10	
9344	TAOK2	
2694	CBLIF	
659	BMPR2	
1448	CSN3	
10129	FRY	
80153	EDC3	
54504	CPVL	
5318	PKP2	
2119	ETV5	
730227	BTG2-DT	
10396	ATP8A1	
9177	HTR3B	
23412	COMMD3	
57669	EPB41L5	
60490	PPCDC	
55630	SLC39A4	
9697	TRAM2	
100507331	ZSWIM8-AS1	
27131	SNX5	
9868	TOMM70	
10964	IFI44L	
9813	EFCAB14	
10945	KDELR1	
64220	STRA6	
54434	SSH1	
5191	PEX7	
25842	ASF1A	
5475	PPEF1	
55601	DDX60	
6934	TCF7L2	
90410	IFT20	
7805	LAPTM5	
8074	FGF23	
51012	PRELID3B	
29882	ANAPC2	
6181	RPLP2	
5672	PSG4	
29901	SAC3D1	
55909	BIN3	
27235	COQ2	
1278	COL1A2	
10298	PAK4	
23753	SDF2L1	
4826	NNAT	
10550	ARL6IP5	
55092	TMEM51	
929	CD14	
112611	RWDD2A	
79094	CHAC1	
29965	CDIP1	
5947	RBP1	
7529	YWHAB	
8807	IL18RAP	
2135	EXTL2	
125	ADH1B	
1591	CYP24A1	
49855	SCAPER	
5128	CDK17	
8660	IRS2	
22873	DZIP1	
5816	PVALB	
6866	TAC3	
7596	ZNF45	
51131	PHF11	
8678	BECN1	
51322	WAC	
1579	CYP4A11	
54872	PIGG	
9702	CEP57	
6259	RYK	
10561	IFI44	
2974	GUCY1B2	
26058	GIGYF2	
2956	MSH6	
51634	RBMX2	
55860	ACTR10	
80149	ZC3H12A	
9989	PPP4R1	
53905	DUOX1	
51213	LUZP4	
2128	EVX1	
3280	HES1	
8321	FZD1	
10253	SPRY2	
55819	RNF130	
56984	PSMG2	
8560	DEGS1	
55614	KIF16B	
29062	WDR91	
8859	WHR1	
56061	UBFD1	
9489	PGS1	
3815	KIT	
87	ACTN1	
56941	HMCES	
3855	KRT7	
4311	MME	
778	CACNA1F	
54546	RNF186	
1191	CLU	
80025	PANK2	
10055	SAE1	
51231	VRK3	
51129	ANGPTL4	
3109	HLA-DMB	
26228	STAP1	
3263	HPX	
51347	TAOK3	
8915	BCL10	
56911	MAP3K7CL	
728448	PPIEL	
10665	TSBP1	
269	AMHR2	
4204	MECP2	
9796	PHYHIP	
25778	DSTYK	
1353	COX11	
5725	PTBP1	
80005	DOCK5	
6045	RNF2	
6954	TCP11	
54919	DNAAF5	
7531	YWHAE	
54477	PLEKHA5	
481	ATP1B1	
6434	TRA2B	
9411	ARHGAP29	
79602	ADIPOR2	
81034	SLC25A32	
9487	PIGL	
4682	NUBP1	
10916	MAGED2	
3954	LETM1	
9520	NPEPPS	
79915	ATAD5	
4300	MLLT3	
2005	ELK4	
7556	ZNF10	
55885	LMO3	
83449	PMFBP1	
171546	SPTSSA	
1982	EIF4G2	
25926	NOL11	
5082	PDCL	
9531	BAG3	
1084	CEACAM3	
9716	AQR	
388	RHOB	
79789	CLMN	
8170	SLC14A2	
55567	DNAH3	
3851	KRT4	
51266	CLEC1B	
6865	TACR2	
1981	EIF4G1	
51327	AHSP	
1635	DCTD	
27090	ST6GALNAC4	
50488	MINK1	
1045	CDX2	
53340	SPA17	
56660	KCNK12	
79170	PRR15L	
57007	ACKR3	
54494	C11orf71	
28755	TRAC	
10213	PSMD14	
57608	JCAD	
2975	GTF3C1	
23677	SH3BP4	
8790	FPGT	
8161	COIL	
23568	ARL2BP	
9701	PPP6R2	
26664	OR7C1	
51471	NAT8B	
6605	SMARCE1	
79902	NUP85	
7057	THBS1	
267	AMFR	
23120	ATP10B	
25782	RAB3GAP2	
1652	DDT	
9650	MTFR1	
7013	TERF1	
4628	MYH10	
7270	TTF1	
107	ADCY1	
50506	DUOX2	
1859	DYRK1A	
25992	SNED1	
55031	USP47	
25977	NECAP1	
389	RHOC	
79136	LY6G6E	
3281	HSBP1	
7913	DEK	
55096	EBLN2	
5692	PSMB4	
51562	MBIP	
55689	YEATS2	
7318	UBA7	
11079	RER1	
10714	POLD3	
4253	MIA2	
28999	KLF15	
910	CD1B	
23344	ESYT1	
9342	SNAP29	
25974	MMACHC	
2915	GRM5	
10581	IFITM2	
79366	HMGN5	
8187	ZNF239	
55608	ANKRD10	
2628	GATM	
4495	MT1G	
203	AK1	
2760	GM2A	
79415	CYBC1	
190	NR0B1	
5864	RAB3A	
5284	PIGR	
6645	SNTB2	
54970	TTC12	
55851	PSENEN	
8532	CPZ	
1743	DLST	
90956	ADCK2	
22881	ANKRD6	
55768	NGLY1	
10313	RTN3	
51755	CDK12	
51284	TLR7	
10125	RASGRP1	
23359	ENTREP2	
81617	CAB39L	
7707	ZNF148	
5017	OVOL1	
4188	MDFI	
8496	PPFIBP1	
8277	TKTL1	
1397	CRIP2	
8872	CDC123	
744	MPPED2	
23046	KIF21B	
5610	EIF2AK2	
5687	PSMA6	
575	ADGRB1	
2729	GCLC	
3959	LGALS3BP	
9249	DHRS3	
55576	STAB2	
219333	USP12	
64446	DNAI2	
23230	VPS13A	
9704	DHX34	
100505741	SPATA1	
114883	OSBPL9	
5617	PRL	
5447	POR	
5707	PSMD1	
23467	NPTXR	
9184	BUB3	
1122	CHML	
81929	SEH1L	
5634	PRPS2	
11236	RNF139	
3839	KPNA3	
79989	IFT56	
10897	YIF1A	
23629	BRD7P3	
3665	IRF7	
4217	MAP3K5	
2774	GNAL	
5465	PPARA	
1381	CRABP1	
684	BST2	
64344	HIF3A	
5573	PRKAR1A	
10179	RBM7	
8702	B4GALT4	
11129	CLASRP	
734	OSGIN2	
441151	TMEM151B	
883	KYAT1	
945	CD33	
64210	MMS19	
51236	HGH1	
4350	MPG	
5364	PLXNB1	
5292	PIM1	
27284	SULT1B1	
4137	MAPT	
932	MS4A3	
9276	COPB2	
5303	PIN4	
5890	RAD51B	
1609	DGKQ	
6281	S100A10	
64111	NPVF	
4660	PPP1R12B	
7143	TNR	
11080	DNAJB4	
6382	SDC1	
29760	BLNK	
862	RUNX1T1	
100652931	LOC100652931	
6046	BRD2	
79682	CENPU	
26280	IL1RAPL2	
9778	KIAA0232	
29078	NDUFAF4	
23371	TNS2	
3857	KRT9	
23112	TNRC6B	
53407	STX18	
2720	GLB1	
54959	ODAM	
23534	TNPO3	
51156	SERPINA10	
7957	EPM2A	
165	AEBP1	
9538	EI24	
10186	LHFPL6	
23373	CRTC1	
54805	CNNM2	
553115	PEF1	
1830	DSG3	
5445	PON2	
7514	XPO1	
9048	ARTN	
11198	SUPT16H	
79658	ARHGAP10	
55194	EVA1B	
81839	VANGL1	
2150	F2RL1	
26249	KLHL3	
3309	HSPA5	
3275	PRMT2	
55620	STAP2	
4172	MCM3	
64077	LHPP	
29095	ORMDL2	
7582	ZNF33B	
57060	PCBP4	
3107	HLA-C	
2627	GATA6	
23580	CDC42EP4	
11340	EXOSC8	
10384	BTN3A3	
23589	CARHSP1	
27075	TSPAN13	
64231	MS4A6A	
127833	SYT2	
4988	OPRM1	
64793	CEP85	
79134	TMEM185B	
7718	ZNF165	
51428	DDX41	
843	CASP10	
80271	ITPKC	
3157	HMGCS1	
11321	GPN1	
64784	CRTC3	
2838	GPR15	
56925	LXN	
79641	ROGDI	
56676	ASCL3	
26002	MOXD1	
830	CAPZA2	
51079	NDUFA13	
26038	CHD5	
1777	DNASE2	
23607	CD2AP	
5362	PLXNA2	
4637	MYL6	
55744	COA1	
25936	NSL1	
7979	SEM1	
10330	CNPY2	
57415	CEP15	
54891	INO80D	
84656	GLYR1	
59353	TMEM35A	
8454	CUL1	
6810	STX4	
81550	TDRD3	
10671	DCTN6	
6277	S100A6	
54457	TAF7L	
55660	PRPF40A	
7137	TNNI3	
11127	KIF3A	
5680	PSG11	
27232	GNMT	
713	C1QB	
81562	LMAN2L	
6397	SEC14L1	
27044	SND1	
4125	MAN2B1	
65258	MPPE1	
5918	RARRES1	
55070	DET1	
79365	BHLHE41	
1208	CLPS	
4215	MAP3K3	
79728	PALB2	
80164	PRR36	
8021	NUP214	
2634	GBP2	
1114	CHGB	
274	BIN1	
5434	POLR2E	
6776	STAT5A	
7155	TOP2B	
90362	FAM110B	
9420	CYP7B1	
7356	SCGB1A1	
10153	CEBPZ	
6663	SOX10	
80007	C10orf88	
84975	SLC61A1	
9422	ZNF264	
3096	HIVEP1	
1520	CTSS	
25987	TSKU	
3713	IVL	
55329	MNS1	
1287	COL4A5	
7283	TUBG1	
57731	SPTBN4	
8789	FBP2	
51290	ERGIC2	
7248	TSC1	
1116	CHI3L1	
8989	TRPA1	
5871	MAP4K2	
51155	JPT1	
7026	NR2F2	
1385	CREB1	
58158	NEUROD4	
23466	CBX6	
2352	FOLR3	
55703	POLR3B	
8467	SMARCA5	
55900	ZNF302	
22820	COPG1	
3773	KCNJ16	
9856	KIAA0319	
353	APRT	
495	ATP4A	
22924	MAPRE3	
